,o_body,verdict
351,"In 1969, comic Red Skelton lamented on his weekly television show that the Pledge of Allegiance might someday be considered a 'prayer' and eliminated from public schools.",true.
352,A paramedic saved the doctor who saved his life as a baby.,true
353,A hot microphone picked up President Obama telling Russian President Dmitri Medvedev he would have more flexibility to negotiate on issues like missile defense after the 2012 election.,true
354,A photograph shows an x-ray of a 900-pound man.,false
355,Airline passenger's in-flight comments describe disadvantages of being seated directly across from the plane's lavatory.,true
356,"A photograph of Franklin, the one black character on 'Peanuts,' sitting alone on Thanksgiving documents that the creator of 'Peanuts' was racist.",false
357,The Monday after Thanksgiving is the busiest online shopping day of the year in the United States.,mixture
358,McDonald's has a burger filled with Nutella.,true
359,A man was sentenced to 22 years in prison for stealing a remote control.,mixture
360,"Kristen Bell is the most tattooed actress in Hollywood, with more than 200 facial and body tattoos.",false
361,The web sites of German automobile manufacturers BMW and Mercedes-Benz both displayed maps of the Middle East which left Israel unidentified.,true.
362,"A British man burned a hole in his lung by vaping (i.e., using e-cigarettes).",unproven
363,Walmart is funding Al Sharpton.,mixture:
364,Michael Jordan threatened to move the Charlotte Hornets out of North Carolina over the state's HB2 bathroom law.,false
365,A single dose of Children's Motrin can cause ulcers and gastrointestinal bleeding in children.,undetermined.
366,Notorious criminal Charles Manson has endorsed Donald Trump for president.,false
367,The planned cover for a hip-hop album due to be released in November 2001 depicted an exploding World Trade Center.,true
368,President Obama has canceled July 4 celebrations at U.S. military bases to save money.,outdated
369,A video shows the 'moment the explosion' of a terrorist attack occurred in the Brussels airport on 22 March 2016. .,false
370,Starbucks recalled 'Collapse into Cool' promotional posters due to complaints that they contained imagery reminiscent of the 9/11 terrorist attacks.,true.
371,George Soros donated $33 million to fund rioting Ferguson protest groups.,mixture
372,Camera phone video taken in a Mexican church shows a statue of Jesus Christ 'miraculously' opening and closing its eyes.,false
373,The Department of Defense has cut off sales of spent cartridge cases to U.S. ammunition manufacturers.,mixture of true and outdated information
374,Photographs show a dog saving an abandoned newborn child.,unproven
375,"Marian Robinson, First Lady Michelle Obama's mother, will receive a lifetime pension of $160,000 from the U.S. government.",false
376,"A man left entertaining his girlfriend's dog throws a ball out her highrise apartment window, with the dog in hot pursuit.",legend
377,Hillary Clinton travels with a doctor carrying a Diazepam pen in case she has a seizure.,unproven
378,"Shoshana Johnson, the other female U.S. POW of the Iraq war, is slated to receive a far smaller disability pension than that granted Jessica Lynch.",true.
379,Facebook routinely suppresses conservative news in favor of liberal content.,unproven
380,"Placing a raw, cut onion in contact with your foot overnight 'purifies your blood', removes 'toxins', and heals your body.",false
381,Michelle Obama stated that the signers of the Declaration of Independence were not 'born in America.,false
382,The Tim Hortons chain of coffee and baked goods stores adds nicotine to its coffee to keep customers hooked on it.,false
383,Entering 'Automation Labs' into Facebook's 'Block List' option will display a list of twenty people who have access to your Facebook account.,false
384,A photograph shows an African tribe performing a ritual to reconnect a misbehaving person with his good nature.,false
385,'Scarface' is being remade with Leonardo DiCaprio cast as Tony Montana.,false
386,The folding of a U.S. flag traditionally incorporates thirteen separate folds because each of the folds has a special meaning.,mixture
387,"President Trump ordered the White House bathed in blue light to honor fallen police officers, something President Obama 'refused' to do.",mixture
388,Caroline Kennedy said that she can't stand President Obama's voice and that he's a liar.,undetermined
389,"Trapped miners gave their oxygen to one of their number, a young father, who survived.",multiple - see below.
390,Letter from airline pilot describes a flight on which the remains of a fallen U.S. soldier were carried.,true
391,Nuby brand pacifiers have been recalled because they pose a choking hazard to babies.,mostly false
392,"During a trip to North Vietnam, Jane Fonda turned smuggled messages from U.S. POWs over to their captors.",false
393,Photograph shows a man gored in the leg by a bull.,true.
394,A Superman poster shows the comic book hero talking to children about respecting diversity.,true
395,Sarah Palin said Malaysia Airlines Flight 370 may have disappeared 'because it mistakenly flew too high and ended up in heaven.,false
396,A member of the Black Lives Matter movement shot himself in the face while protesting Donald Trump's election with a selfie.,false
397,Photographs show injuries sustained by a victim of the September 2016 St.,false
398,A photograph shows one of Michelle Obama's daughters wearing a graduation cap decorated in a quote from Prophet Muhammad.,miscaptioned
399,Sending a petition to the United Nations will help prevent a war between the U.S. and Iraq.,false.
400,"Mia Khalifa was diagnosed with human immunodeficiency virus, or HIV.",false
401,Videos have captured strange apocalyptic sounds coming from the sky all around the world.,mixture
402,California has passed a law that legalizes child prostitution.,mostly false
403,Target stores with optical departments are offering free eyeglasses to children 12 and under.,was partly true
404,Bernie Sanders dodged the draft.,false
405,Photographs show an indoor skiing facility in the desert city of Dubai.,true.
406,Donald Trump advocated not washing hands after using the restroom as a 'power play' in his 1987 book The Art of the Deal.,false
407,A couple who return to the hotel where they honeymooned are shocked to discover their wedding night activities were videotaped and made available to other guests.,legend
408,People protesting Donald Trump's presidency will be charged with terrorism under a new law.,mostly false
409,A photograph shows a misaligned bridge.,false
410,Donald Trump announced plans to convert the USS Enterprise into a 'floating hotel and casino.,false
411,The Beatles' song 'Because' is Beethoven's 'Moonlight Sonata' played backwards.,not quite.
412,Facebook is banning all Christian-themed content but will allow every other religion to share faith-based material on their social network.,false
