,verdict,claim
590,True,Croatia is a place you can travel to.
591,False,The series finale of Make It or Break It ended on the 15th.
592,True,Girl is stylized as G I R L.
593,True,Mike Huckabee is a Southern Baptist.
594,False,Martin Van Buren only served as senator.
595,False,"Weekly Idol has one host, Mickey Rourke."
596,False,Francis I of France spent his entire life as a peasant farmer.
597,False,Kendall Jenner is unphotogenic.
598,False,T2 Trainspotting is set in and around the capital city of Ireland.
599,False,Despicable Me 2 was produced by Yahoo.
600,True,Tenacious D was formed in California.
601,True,Ashton Kutcher was in two films in 2005.
602,False,Psych takes place in Massachusetts.
603,True,Mel B had a career.
604,True,Dr. Dre worked with Jewell.
605,True,Excuse My French is an album.
606,False,In the End was written by Lorde.
607,True,I Kissed a Girl is part of Katy Perry's second studio album.
608,False,North Vietnam existed from 1945 to 1978.
609,False,Annette Badland played only Doomsday Dora in The Imitation Game.
610,False,Excluded from Saw (franchise) is the 2004 film.
611,True,Duff McKagan's birthday is February 5.
612,False,Entourage (film) received generally positive reviews.
613,False,Due Date was only shot in Maine.
614,True,Margaret Thatcher was a prime minister.
615,False,"Prescott, Arizona is a town."
616,True,English people are descended from other peoples.
617,True,Despacito had multiple versions.
618,False,Henry II of France is not a father.
619,False,Billboard Dad is a podcast.
620,False,The glaciers will remain at their historic extent and size with global warming.
621,False,Luis Fonsi is a prime minister.
622,False,Daggering is a form of music.
623,False,A River Runs Through It has lost every Academy Award.
624,True,"On April 4, 1935, Trevor Griffiths was born."
625,False,Charles Manson led a quasi-commune that arose in Massachusetts in the late 1960s.
626,True,Billboard Dad was directed by a man.
627,False,"Lost lasted from October 14, 1985 to December 13, 1999."
628,True,Papua comprised all of a country.
629,True,Eric Church is a singer.
630,True,Colin Kaepernick is a person who plays football.
631,True,Touchscreens are used in electronic voting and gaming machines.
632,False,Queen (band) is a Canadian rock band.
633,True,Veeram is a film.
634,False,Charles Manson is a former cult leader.
635,False,A&E is on neither cable nor satellite.
636,True,So You Think You Can Dance's premiere had viewers.
637,False,"Hedda Gabler's world premiere took place on May 31st, 1891."
638,False,100 percent of the University of Mississippi students are minorities.
639,False,Humphrey Bogart directed the film Casablanca.
640,True,Ivan Reitman directed Ashton Kutcher.
641,False,Yara Shahidi is a cat.
642,False,The Mighty Ducks was produced by Doug the Pug.
643,False,Sam Claflin is not an actor.
644,True,A Milli is a song by a recording artist.
645,True,"Beaverton, Oregon is a city in Washington County."
646,False,The King and I is based on a poem.
647,False,The Republic of Macedonia is in Northern Europe.
648,True,Craig David is a pop music performer.
649,False,Aarhus is the second-largest city in Germany.
650,True,David Packouz had something to do with weapons at some point in his life.
651,False,Damon Albarn's debut album was released in May of 2014.
652,True,Charles Manson was the leader of what would later be known as the Manson Family.
653,True,The Prowler was created.
654,True,Knocked Up is a work of art.
655,False,Wish Upon is a supernatural horror thriller dog.
656,True,Rabies is a disease.
657,False,Brad Wilk co-founded Rage with Tom Morello and Zack de la Rocha in 1933.
658,True,Michael Vick is a former football quarterback in the NFL.
659,True,Libya is an African country.
660,True,XHamster's The Sex Factor makes eight men and eight women compete to become an actor.
661,False,Tool has not performed worldwide tours.
662,False,The Battle of France preceded the Fall of France.
663,False,Christian Gottlob Neefe died in February 1798.
664,False,Lou Gehrig was voted the greatest third baseman of all time.
665,False,Starrcade was eventually broadcast via pay-per-view umbrella.
666,True,Annette Badland played Margaret Blaine in Doctor Who.
667,False,Rachel Green is a nonfictional character.
668,False,Fabian Nicieza has yet to work on a comic book.
669,True,Original scriptwriter Quentin Tarantino received story credit for Natural Born Killers.
670,True,"Commercial sexual exploitation, as well as forced labor, are reasons for human trafficking."
671,True,A microcomputer was designed by Steve Wozniak.
672,False,The Chrysler Building was always the world's shortest building.
673,True,"John Dolmayan was born on July 15, 1973."
674,False,A&E is an Australian channel only.
675,True,Starrcade was originally broadcast via closed-circuit television.
676,False,The Republic of Macedonia is far from the Balkan Peninsula.
677,False,Qui-Gon Jinn is a nonfiction character.
678,False,Seohyun is only German.
679,False,St. Anger was released by Sub Pop Records.
680,False,The French Resistance executed zero acts of sabotage.
681,False,Paramore is Canadian.
682,False,Rachel Green was played by Janet Jackson.
683,False,Chris Kyle was a Chinese Navy SEAL veteran.
684,True,Artpop sold copies.
685,False,Manmohan Singh was a prime minister after the first Prime Minister of India.
686,True,Home for the Holidays stars a producer.
687,False,100 percent of the University of Mississippi's undergraduates come from Mississippi.
688,True,North Vietnam was a Southeast Asian state.
689,True,TV Choice features TV broadcast programming listings.
690,False,The Republic of Macedonia is in Asia.
691,False,Mickey Rourke boycotted the 2011 film Immortals.
692,True,Joe Walsh was brought into the Rock and Roll Hall of Fame.
693,False,Middle-earth is a real place.
694,True,Liam Neeson has been nominated for a British Academy of Film and Television Arts award.
695,True,Joe Rogan appeared in a sitcom.
696,False,Trevor Griffiths is a German dramatist.
697,False,Same Old Love is from a different album than Revival.
698,False,Filming for Boyhood was stopped between 2002 and 2013.
699,False,Marnie is exclusively an Italian film.
700,True,Murda Beatz is a record producer.
701,True,Civilization IV received critical acclaim
702,False,John Krasinski is a car.
703,True,Barry Van Dyke is an actor and the son of an actor.
704,False,Southampton F.C. is a polo club.
705,True,Black Canary is a character on television.
706,True,Bradley Fuller partnered with Michael Bay and Andrew Form.
707,False,Intelligence officers refused to meet with Omar Khadr.
708,False,Mount Rushmore was created only by Abraham Lincoln.
709,False,The Mighty Ducks was only produced by a Canadian film producer.
710,False,Natural Born Killers was based upon Tarantino's original screenplay without revision.
711,True,Jean-Michel Basquiat died at age 27.
712,True,Aleister Crowley was an English citizen.
713,True,Raabta (song) is a romantic Hindi song.
714,True,Carlos Santana was known.
715,True,Despicable Me 2 was produced by a company.
716,True,Liverpool is a tourist destination because of The Beatles.
717,False,Earl Scruggs's middle name is Danny.
718,True,Steve Wozniak built the Apple II.
719,True,Jens Stoltenberg served as Prime Minister of Norway twice.
720,False,Blue Jasmine takes place in Africa.
721,True,"Andrew Kevin Walker was born on Monday August 14, 1964."
722,True,Glee.com was released by Community Connect Inc..
723,False,"Prescott, Arizona is outside of the United States."
724,True,Victoria (Dance Exponents song) was released in the Southern Hemisphere in 1982.
725,False,Invasion literature was influential in Spain in shaping popular perceptions.
726,True,Ludwig van Beethoven was born in Bonn.
727,False,Roswell is exclusively a Turkish TV series.
728,True,Alexandra Daddario was born in 1986.
729,True,No Country for Old Men was listed.
730,True,Brazzers is a pornographic production company based in Montreal.
731,True,Shinji Mikami is a person who directs.
732,True,X-Men: Apocalypse is a motion picture.
733,False,Noah Cyrus was born in 1991.
734,True,Colombiana was produced by a man.
735,True,Selena Gomez & the Scene's first record was put out in September.
736,True,Finding Dory was written.
737,False,Marnie was directed by Whoopi Goldberg.
738,True,The New York Knicks compete in the Eastern Conference of the National Basketball Association.
739,True,Trace Cyrus is a sibling of Noah Cyrus.
740,False,Daag is a home.
741,False,The State of Palestine claims a territory in Western Asia.
742,True,Life is a trait.
743,False,Michelin Guides are published by a German company.
744,False,None of the characters in Bongwater are a marijuana dealer.
745,True,Starrcade was originally broadcast via television.
746,True,Tottenham Hotspur F.C. won a UEFA club competition in the sixties.
747,False,The Colosseum's exact location is unknown.
748,False,Bradley Fuller refuses to be a filmmaker.
749,True,Ingushetia was named after Chechen-Ingush ASSR split into two.
750,False,The Daily Show is incapable of focusing on recent news stories.
751,True,Akkineni Nageswara Rao stars in Daag.
752,True,PacSun vends items made for teens.
753,False,Gin does not derive its main flavour from juniper berries.
754,True,TakePart is the digital division of Participant Media.
755,False,Home for the Holidays stars no actors or actresses.
756,False,Scotty Moore was a sandwich engineer.
757,True,Slavery for the purpose of sex is a reason for human trafficking.
758,False,Off the Wall is a playlist.
759,False,Asylum Records is an English record label.
760,True,Psych is a comedy-drama.
761,False,"Prescott, Arizona is outside of Yavapai County."
762,True,Kleshas are religious.
763,False,The Faroe Islands were not part of the Hereditary Kingdom of Norway.
764,True,Jewell worked with Dr. Dre.
765,True,Aarhus is the place of Aarhus municipality.
766,False,David Packouz refused to ever be an arms dealer.
767,True,Blade Runner 2049 is a sequel to 1982's Blade Runner.
768,True,"Duane Chapman's nickname is ""Dog."""
769,True,New Orleans Pelicans play in the NBA in the Western Conference.
770,True,Efraim Diveroli was sentenced to federal jail.
771,False,Bret Easton Ellis barely wrote the screenplay for The Canyons.
772,False,Duff McKagan was born in 1974.
773,False,The Good Wife is a theme park.
774,True,Harold Macmillan worked in politics.
775,False,Dan O'Bannon died.
776,False,Down With Love is a 2004 film.
777,False,The 1974 crime film The Sugarland Express was completely written by Sylvester Stallone.
